pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,st_spectype,st_rad,st_mass,ra,dec,sy_dist
V1298 Tau b,V1298 Tau,0,3,4,Transit,2019,24.1399,0.1719,0.0027,-0.0027,0,9.729,0.868,203.41018,0.64,,K1,1.28,1.17,61.331654,20.1570318,108.199
V1298 Tau c,V1298 Tau,0,3,4,Transit,2019,8.24892,0.0841,0.0013,-0.0013,0,5.156,0.46,76.27882,0.24,,K1,1.28,1.17,61.331654,20.1570318,108.199
V1298 Tau d,V1298 Tau,0,3,4,Transit,2019,12.4058,0.1103,0.0017,-0.0017,0,6.434,0.574,98.52681,0.31,,K1,1.28,1.17,61.331654,20.1570318,108.199
V1298 Tau e,V1298 Tau,0,3,4,Transit,2019,40.2,0.2409,0.0083,-0.0083,0,8.239,0.735,368.68095,1.16,,K1,1.28,1.17,61.331654,20.1570318,108.199
V830 Tau b,V830 Tau,1,1,1,Radial Velocity,2016,4.927,0.057,0.001,-0.001,0,,,222.481,0.7,,,2,1,68.2918259,24.5619241,130.111
V830 Tau b,V830 Tau,0,1,1,Radial Velocity,2016,4.93,0.057,0.001,-0.001,0,,,244.7291,0.77,,,2,1,68.2918259,24.5619241,130.111
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,1,2,1,Imaging,2015,5800000,350,110,-150,0,13.675,1.22,5085.25451,16,1194,,,,194.008964,-12.956031,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,5800000,350,110,-150,0,14.572,1.3,3813.94088,12,1153,,,,194.008964,-12.956031,
WASP-1 b,WASP-1,0,2,1,Transit,2007,2.519961,0.03898,0.00038,-0.00041,0,16.634,1.484,273.3338,0.86,1800,,1.46,1.24,5.1669536,31.9899732,393.072
WASP-1 b,WASP-1,0,2,1,Transit,2007,2.519961,0.03957,0.00049,-0.00048,0,16.97,1.514,291.76794,0.918,1811,,1.52,1.3,5.1669536,31.9899732,393.072
WASP-1 b,WASP-1,0,2,1,Transit,2007,2.5199464,0.0392,0.00055,-0.00034,0,16.735,1.493,311.4734,0.98,1830,,1.47,1.26,5.1669536,31.9899732,393.072
WASP-1 b,WASP-1,1,2,1,Transit,2007,2.5199454,0.03889,0.00053,-0.00073,0,16.623,1.483,271.415,0.854,,,1.47,1.24,5.1669536,31.9899732,393.072
WASP-1 b,WASP-1,0,2,1,Transit,2007,2.51994529,0.03889,0.00053,-0.00073,0,16.242,1.449,268.88418,0.846,1812,,,,5.1669536,31.9899732,393.072
WASP-1 b,WASP-1,0,2,1,Transit,2007,2.5199448,0.03958,0.00047,-0.00049,0,16.97,1.514,301.30284,0.948,,,1.52,1.3,5.1669536,31.9899732,393.072
WASP-1 b,WASP-1,0,2,1,Transit,2007,2.51995,0.0382,0.0013,-0.0013,0,21.633,1.93,282.8687,0.89,,F7 V,1.24,1.15,5.1669536,31.9899732,393.072
WASP-10 b,WASP-10,0,1,1,Transit,2008,3.1,0.038,,,0,12.3,1.1,1017,3.2,950,K5 V,,,348.9930457,31.4627508,140.998
WASP-10 b,WASP-10,1,1,1,Transit,2008,3.0927616,0.03781,0.00067,-0.00047,0,12.106,1.08,1001.12,3.15,1370,,0.7,0.75,348.9930457,31.4627508,140.998
WASP-10 b,WASP-10,0,1,1,Transit,2008,3.0927636,0.0369,0.0012,-0.0014,0,14.348,1.28,940.7768,2.96,,,0.78,0.7,348.9930457,31.4627508,140.998
WASP-10 b,WASP-10,0,1,1,Transit,2008,3.09272932,0.0378,0.0013,-0.0014,0,11.96,1.067,1020.2343,3.21,,,0.7,0.75,348.9930457,31.4627508,140.998
WASP-10 b,WASP-10,0,1,1,Transit,2008,3.0927616,0.0378,0.0016,-0.0016,0,11.96,1.067,1004.3428,3.16,972,,0.7,0.75,348.9930457,31.4627508,140.998
WASP-100 b,WASP-100,0,2,1,Transit,2014,2.849375,0.04574,0.00093,-0.001,0,18.943,1.69,638.8383,2.01,,,2,1.57,68.9598159,-64.027039,364.411
WASP-100 b,WASP-100,0,2,1,Transit,2014,2.849375,0.0457,0.001,-0.001,0,18.94,1.69,645.17,2.03,2190,F2,,1.57,68.9598159,-64.027039,364.411
WASP-101 b,WASP-101,0,1,1,Transit,2014,3.585722,0.05057,0.00085,-0.0009,0,15.805,1.41,157.96151,0.497,,,1.29,1.34,98.3511016,-23.486086,201.224
WASP-101 b,WASP-101,0,1,1,Transit,2014,3.585722,0.0506,0.0009,-0.0009,0,15.8,1.41,158.91,0.5,1560,F6,1.29,1.34,98.3511016,-23.486086,201.224
WASP-103 b,WASP-103,0,1,1,Transit,2014,0.9255456,0.01987,0.0002,-0.00021,0,17.127,1.528,462.44265,1.455,,,1.44,1.22,249.3148604,7.1833758,375.647
WASP-103 b,WASP-103,0,1,1,Transit,2014,0.925542,0.01985,0.00021,-0.00021,0,17.127,1.528,473.5667,1.49,,,1.44,1.22,249.3148604,7.1833758,375.647
WASP-103 b,WASP-103,1,1,1,Transit,2014,0.925542,0.01985,0.00021,-0.00021,0,17.127,1.528,473.547,1.49,2508,F8 V,1.44,1.22,249.3148604,7.1833758,375.647
WASP-104 b,WASP-104,0,2,1,Transit,2014,1.7554137,0.0292,0.00044,-0.00044,0,12.745,1.137,403.00844,1.268,,,0.96,1.08,160.6023689,7.4350768,185.932
WASP-104 b,WASP-104,1,2,1,Transit,2014,1.7554137,0.02918,0.00045,-0.00045,0,12.745,1.137,404.263,1.272,1516,G8,0.96,1.08,160.6023689,7.4350768,185.932
WASP-105 b,WASP-105,1,1,1,Transit,2017,7.87288,0.075,0.003,-0.003,0,10.761,0.96,572.094,1.8,900,K2,0.9,0.89,24.1678686,-50.659308,169.272
WASP-106 b,WASP-106,0,1,1,Transit,2014,9.289715,0.0917,0.0014,-0.0014,0,12.162,1.085,606.73747,1.909,,,1.39,1.19,166.4296276,-5.0794854,352.181
WASP-106 b,WASP-106,0,1,1,Transit,2014,9.289715,0.0917,0.0014,-0.0014,0,12.162,1.085,611.797,1.925,1140,F9,1.39,1.19,166.4296276,-5.0794854,352.181
WASP-107 b,WASP-107,0,1,2,Transit,2017,5.72149,0.055,0.001,-0.001,0,10.536,0.94,38.1396,0.12,770,K6,0.66,0.69,188.3864277,-10.1462141,64.7414
WASP-107 b,WASP-107,0,1,2,Transit,2017,5.72149242,0.0553,0.0013,-0.0013,0,10.357,0.924,37.82177,0.119,736,,0.66,0.69,188.3864277,-10.1462141,64.7414
WASP-107 b,WASP-107,0,1,2,Transit,2017,5.7214742,0.0558,0.0018,-0.0018,0,10.626,0.948,38.1396,0.12,,,0.66,0.69,188.3864277,-10.1462141,64.7414
WASP-11 b,WASP-11,0,3,1,Transit,2008,3.7224793,0.04376,0.00067,-0.00071,0,11.097,0.99,169.08556,0.532,,,0.77,0.81,47.3689472,30.6733817,124.73
WASP-11 b,WASP-11,0,3,1,Transit,2008,3.72247967,0.04375,0.00074,-0.00074,0,11.097,0.99,156.37236,0.492,992,K3 V,0.77,0.81,47.3689472,30.6733817,124.73
WASP-11 b,WASP-11,0,3,1,Transit,2008,3.7224747,0.0435,0.0006,-0.0006,0,11.265,1.005,154.777,0.487,,,0.79,0.83,47.3689472,30.6733817,124.73
WASP-11 b,WASP-11,0,3,1,Transit,2008,3.722465,0.043,0.002,-0.002,0,10.2,0.91,168.4499,0.53,960,,0.74,0.77,47.3689472,30.6733817,124.73
WASP-113 b,WASP-113,1,1,1,Transit,2016,4.54216875,0.05885,0.0001,-0.0001,0,15.793,1.409,150.96925,0.475,1496,G1,1.61,1.32,224.8728589,46.9600996,435.156
WASP-114 b,WASP-114,1,2,1,Transit,2016,1.5487743,0.02851,0.00039,-0.00039,0,15.009,1.339,562.24127,1.769,2043,G0,1.43,1.29,327.6656953,10.4629385,523.337
WASP-117 b,WASP-117,0,1,1,Transit,2014,10.02165,0.09464,0.00082,-0.00082,0,11.444,1.021,87.75286,0.2761,,,1.17,1.13,36.7758112,-50.2844247,157.963
WASP-117 b,WASP-117,0,1,1,Transit,2014,10.02165,0.09459,0.00084,-0.00079,0,11.444,1.021,87.5585,0.2755,1001,F9,1.17,1.13,36.7758112,-50.2844247,157.963
WASP-118 b,WASP-118,0,1,1,Transit,2016,4.0460407,0.0545,0.00049,-0.00049,0,15.625,1.394,165.2716,0.52,1753,,1.75,1.32,19.5505861,2.7027847,376.658
WASP-118 b,WASP-118,1,1,1,Transit,2016,4.0460435,0.05453,0.00048,-0.00048,0,16.141,1.44,163.36462,0.514,1729,F6,1.7,1.32,19.5505861,2.7027847,376.658
WASP-119 b,WASP-119,1,1,1,Transit,2016,2.49979,0.0363,0.0007,-0.0007,0,15.693,1.4,390.9309,1.23,1600,G5,1.2,1.02,55.9336392,-65.19378,302.448
WASP-12 b,WASP-12,1,3,1,Transit,2008,1.09142,0.0232,0.00064,-0.00064,0,21.712,1.937,465.62095,1.465,2593,,1.66,1.43,97.636645,29.6722662,427.246
WASP-12 b,WASP-12,0,3,1,Transit,2008,1.0914203,0.0234,0.00056,-0.0005,0,21.297,1.9,467.2101,1.47,2580,,1.66,1.43,97.636645,29.6722662,427.246
WASP-12 b,WASP-12,0,3,1,Transit,2008,1.0914209,0.02312,0.00094,-0.001,0,20.456,1.825,441.7837,1.39,,,1.62,1.38,97.636645,29.6722662,427.246
WASP-12 b,WASP-12,0,3,1,Transit,2008,1.091423,0.0229,0.004,-0.004,0,20.1,1.79,448,1.41,,,1.57,1.35,97.636645,29.6722662,427.246
WASP-12 b,WASP-12,0,3,1,Transit,2008,1.0914222,0.02309,0.00101,-0.00101,0,20.456,1.825,454.4969,1.43,2523,,1.62,1.38,97.636645,29.6722662,427.246
WASP-12 b,WASP-12,0,3,1,Transit,2008,1.09142119,0.0235,0.0011,-0.0011,0,20.849,1.86,638.8383,2.01,2483,,,,97.636645,29.6722662,427.246
WASP-120 b,WASP-120,1,1,1,Transit,2016,3.6112706,0.0514,0.0007,-0.0007,0,16.511,1.473,1541.4755,4.85,1880,F5,1.87,1.39,62.6160813,-45.8982434,381.174
WASP-121 b,WASP-121,0,1,1,Transit,2016,1.2749255,0.02544,0.00049,-0.0005,0,20.905,1.865,375.99289,1.183,2358,F6 V,1.46,1.35,107.6002312,-39.0972705,269.898
WASP-121 b,WASP-121,1,1,1,Transit,2016,1.27492504,0.02596,0.00043,-0.00063,0,19.649,1.753,367.72747,1.157,,,1.46,1.36,107.6002312,-39.0972705,269.898
WASP-123 b,WASP-123,1,2,1,Transit,2016,2.9776412,0.04263,0.00074,-0.00074,0,14.773,1.318,285.72917,0.899,1520,G5,1.28,1.17,289.4792124,-32.8601244,197.996
WASP-124 b,WASP-124,1,1,1,Transit,2016,3.37265,0.0449,0.0007,-0.0007,0,13.899,1.24,190.698,0.6,1400,F9,1.02,1.07,332.7143373,-30.7497189,448.637
WASP-126 b,WASP-126,0,1,2,Transit,2016,3.2888,0.0449,0.0008,-0.0008,0,10.761,0.96,88.9924,0.28,1480,G2,1.27,1.12,63.374706,-69.2265926,216.526
WASP-127 b,WASP-127,0,2,1,Transit,2016,4.178062,0.052,0.0005,-0.0005,0,15.356,1.37,57.2094,0.18,1400,,1.39,1.08,160.5587646,-3.8349989,159.507
WASP-127 b,WASP-127,1,2,1,Transit,2016,4.17806203,0.0484,0.00136,-0.00095,0,14.695,1.311,52.3466,0.1647,,,1.33,0.95,160.5587646,-3.8349989,159.507
WASP-129 b,WASP-129,1,2,1,Transit,2016,5.748145,0.0628,0.0007,-0.0007,0,10.424,0.93,317.83,1,1100,G1,0.9,1,176.2990518,-42.0639575,301.462
WASP-13 b,WASP-13,0,1,1,Transit,2009,4.353011,0.05362,0.00074,-0.00085,0,15.569,1.389,151.599,0.477,,,1.56,1.09,140.1029654,33.8823291,227.537
WASP-13 b,WASP-13,0,1,1,Transit,2009,4.353011,0.0557,0.0018,-0.0018,0,17.127,1.528,162.72896,0.512,1531,,1.66,1.22,140.1029654,33.8823291,227.537
WASP-13 b,WASP-13,0,1,1,Transit,2009,4.353011,0.0558,0.0018,-0.0019,0,17.127,1.528,166.86075,0.525,,,1.66,1.22,140.1029654,33.8823291,227.537
WASP-130 b,WASP-130,1,1,1,Transit,2016,11.55098,0.1012,0.0014,-0.0014,0,9.976,0.89,390.9309,1.23,833,G6,0.96,1.04,203.1060194,-42.4752733,172.256
WASP-131 b,WASP-131,1,1,1,Transit,2016,5.322023,0.0607,0.0009,-0.0009,0,13.675,1.22,85.8141,0.27,1460,G0,1.53,1.06,210.1935714,-30.5836084,200.075
WASP-132 b,WASP-132,0,1,2,Transit,2016,7.133521,0.067,0.001,-0.001,0,9.752,0.87,130.3103,0.41,763,K4,0.74,0.8,217.6091998,-46.159516,122.91
WASP-132 c,WASP-132,1,1,2,Transit,2022,1.011534,0.0182,0.0003,-0.0003,0,1.85,0.165,37.35,0.11752,,K4,0.75,0.78,217.6091998,-46.159516,122.91
WASP-133 b,WASP-133,1,1,1,Transit,2016,2.176423,0.0345,0.0007,-0.0007,0,13.563,1.21,368.6828,1.16,1790,G4,1.44,1.16,314.5754375,-35.7966224,559.084
WASP-135 b,WASP-135,1,1,1,Transit,2015,1.4013794,0.0243,0.0005,-0.0005,0,14.572,1.3,603.877,1.9,,G5 V,0.96,0.98,267.2848846,29.8790428,298.214
WASP-136 b,WASP-136,1,1,1,Transit,2016,5.215357,0.0661,0.0012,-0.0012,0,15.468,1.38,479.9233,1.51,1742,,2.21,1.41,0.325761,-8.9262512,275.587
WASP-138 b,WASP-138,1,1,1,Transit,2016,3.634433,0.0494,0.0007,-0.0007,0,12.218,1.09,387.7526,1.22,1590,,1.36,1.22,41.6391598,-0.4641252,414.234
WASP-139 b,WASP-139,1,2,1,Transit,2016,5.924262,0.062,0.002,-0.002,0,8.967,0.8,37.18611,0.117,910,K0,0.8,0.92,49.562173,-41.3020235,212.472
WASP-14 b,WASP-14,0,3,1,Transit,2008,2.2437655,0.037,0.001,-0.001,0,13.899,1.24,2412.3297,7.59,1872,,1.32,1.3,218.2766247,21.8946875,161.997
WASP-14 b,WASP-14,0,3,1,Transit,2008,2.2437661,0.0372,0.0011,-0.0011,0,18.304,1.633,2510.857,7.9,2090,,1.67,1.35,218.2766247,21.8946875,161.997
WASP-14 b,WASP-14,0,3,1,Transit,2008,2.24376524,0.0371,0.0011,-0.0011,0,13.686,1.221,2466.3608,7.76,,,,,218.2766247,21.8946875,161.997
WASP-14 b,WASP-14,0,3,1,Transit,2008,2.2437661,0.0358,0.0012,-0.0013,0,14.359,1.281,2294.7326,7.22,,,1.31,1.21,218.2766247,21.8946875,161.997
WASP-14 b,WASP-14,0,3,1,Transit,2008,2.243752,0.036,0.001,-0.001,0,14.36,1.281,2333,7.341,,,1.31,1.21,218.2766247,21.8946875,161.997
WASP-140 b,WASP-140,1,2,1,Transit,2016,2.2359835,0.0323,0.0005,-0.0005,0,16.141,1.44,775.5052,2.44,1320,K0,0.87,0.9,60.3855387,-20.4509991,117.598
WASP-141 b,WASP-141,1,1,1,Transit,2016,3.310651,0.0469,0.0007,-0.0007,0,13.563,1.21,854.9627,2.69,1540,F9,1.37,1.25,71.8244347,-17.1151736,516.543
WASP-142 b,WASP-142,1,1,1,Transit,2016,2.052868,0.0347,0.0007,-0.0007,0,17.15,1.53,266.9772,0.84,2000,F8,1.64,1.33,140.5063164,-23.946102,730.933
WASP-144 b,WASP-144,1,1,1,Transit,2018,2.2783152,0.0316,0.0005,-0.0005,0,9.528,0.85,139.8452,0.44,1260,K2 V,0.81,0.81,320.7628761,-40.0484393,355.513
WASP-145 A b,WASP-145 A,1,2,1,Transit,2018,1.7690381,0.0261,0.0005,-0.0005,0,10.088,0.9,282.8687,0.89,1200,K2 V,0.68,0.76,322.2537644,-58.8361466,91.299
WASP-147 b,WASP-147,1,1,1,Transit,2018,4.60273,0.0549,0.0012,-0.0013,0,12.498,1.115,87.40325,0.275,1404,G4,1.43,1.04,359.1915117,-22.1532316,436.098
WASP-148 b,WASP-148,1,1,2,Transit,2020,8.803809,0.08215,0.00086,-0.0015,0,8.474,0.756,91.21675,0.287,,,0.91,0.95,254.1305022,44.3025361,246.353
WASP-148 b,WASP-148,0,1,2,Transit,2020,8.80381,0.0845,0.0022,-0.0022,0,8.093,0.722,92.48853,0.291,940,G,1.03,1,254.1305022,44.3025361,246.353
WASP-148 c,WASP-148,0,1,2,Radial Velocity,2020,34.516,0.2101,0.0055,-0.0055,0,,,127.132,0.4,590,G,1.03,1,254.1305022,44.3025361,246.353
WASP-148 c,WASP-148,1,1,2,Radial Velocity,2020,34.524,0.2044,0.0021,-0.0038,0,,,124.58874,0.392,,,0.91,0.95,254.1305022,44.3025361,246.353
WASP-15 b,WASP-15,0,1,1,Transit,2009,3.75209748,0.0499,0.0017,-0.0018,0,16.006,1.428,172.26386,0.542,,,1.48,1.18,208.9280111,-32.1597118,282.091
WASP-15 b,WASP-15,0,1,1,Transit,2009,3.7521,0.0499,0.0019,-0.0017,0,15.457,1.379,175.12433,0.551,,F7,1.44,1.18,208.9280111,-32.1597118,282.091
WASP-15 b,WASP-15,0,1,1,Transit,2009,3.75209748,0.05165,0.00067,-0.00067,0,15.782,1.408,188.15536,0.592,1676,,1.52,1.3,208.9280111,-32.1597118,282.091
WASP-15 b,WASP-15,0,1,1,Transit,2009,3.7520656,0.0499,0.0018,-0.0018,0,16.01,1.428,172,0.542,,,1.48,1.18,208.9280111,-32.1597118,282.091
WASP-150 b,WASP-150,1,1,1,Transit,2020,5.644207,0.0694,0.0011,-0.0008,0,11.994,1.07,2688.8418,8.46,1460,F8,1.65,1.39,264.2630197,53.0212751,527.995
WASP-151 b,WASP-151,1,1,1,Transit,2017,4.5334775,0.055,0.00084,-0.00084,0,13.305,1.187,100.43378,0.316,1312,,1.18,1.08,349.0634651,0.3066895,453.099
WASP-151 b,WASP-151,0,1,1,Transit,2017,4.533471,0.055,0.001,-0.001,0,12.666,1.13,98.5273,0.31,1290,G1,1.14,1.08,349.0634651,0.3066895,453.099
WASP-153 b,WASP-153,1,1,1,Transit,2017,3.332609,0.048,0.001,-0.001,0,17.374,1.55,123.9537,0.39,1700,G0,1.73,1.34,279.2624729,40.0186905,610.176
WASP-156 b,WASP-156,0,1,1,Transit,2017,3.836169,0.0453,0.0009,-0.0009,0,5.717,0.51,40.68224,0.128,970,K3,0.76,0.84,32.782085,2.4181937,122.066
WASP-156 b,WASP-156,1,1,1,Transit,2017,3.8361623,0.0458,0.0008,-0.0009,0,6.028,0.538,41.8,0.13152,934,,0.83,0.87,32.782085,2.4181937,122.066
WASP-157 b,WASP-157,0,1,1,Transit,2016,3.9516205,0.0529,0.0017,-0.0017,0,11.938,1.065,182.43442,0.574,1339,G2 V,1.13,1.26,201.6551525,-8.3176353,334.037
WASP-158 b,WASP-158,1,1,1,Transit,2018,3.656333,0.0517,0.0018,-0.0018,0,11.994,1.07,886.7457,2.79,1590,F6 V,1.39,1.38,4.1463468,-10.9764226,524.993
WASP-159 b,WASP-159,1,1,1,Transit,2018,3.840401,0.0538,0.0015,-0.0015,0,15.468,1.38,174.8065,0.55,1850,F9,2.11,1.41,68.1364792,-38.9682973,715.383
WASP-16 b,WASP-16,0,1,1,Transit,2009,3.1186068,0.0415,0.00077,-0.00077,0,13.653,1.218,264.43456,0.832,1389,,1.09,0.98,214.6830109,-20.2754374,194.134
WASP-16 b,WASP-16,0,1,1,Transit,2009,3.1186068,0.0422,0.001,-0.0017,0,11.299,1.008,288.58964,0.908,,,0.95,1.02,214.6830109,-20.2754374,194.134
WASP-16 b,WASP-16,0,1,1,Transit,2009,3.1186009,0.0421,0.001,-0.0018,0,11.3,1.008,272,0.855,,,0.95,1.02,214.6830109,-20.2754374,194.134
WASP-160 B b,WASP-160 B,1,2,1,Transit,2018,3.7684952,0.0452,0.0012,-0.0012,0,12.218,1.09,88.35674,0.278,1119,K0 V,0.87,0.87,87.679561,-27.6233218,288.326
WASP-161 b,WASP-161,1,1,1,Transit,2018,5.4060425,0.0673,0.0023,-0.0023,0,12.812,1.143,791.3967,2.49,1557,,1.71,1.39,126.3378248,-11.5009889,343.08
WASP-162 b,WASP-162,1,1,1,Transit,2018,9.62468,0.0871,0.0013,-0.0013,0,11.209,1,1652.716,5.2,910,K0,1.11,0.95,168.2929079,-17.6577794,310.841
WASP-163 b,WASP-163,1,1,1,Transit,2018,1.6096884,0.0266,0.0014,-0.0014,0,13.473,1.202,594.3421,1.87,1638,,1.01,0.97,256.5375549,-10.4130071,261.386
WASP-164 b,WASP-164,1,1,1,Transit,2018,1.7771255,0.02818,0.00065,-0.00072,0,12.644,1.128,676.9779,2.13,1610,G2 V,0.93,0.95,344.8735878,-60.4478194,327.506
WASP-165 b,WASP-165,1,1,1,Transit,2018,3.465509,0.04823,0.00091,-0.00092,0,14.123,1.26,209.13214,0.658,1624,G6,1.75,1.25,357.5806472,-17.0775947,602.236
WASP-166 b,WASP-166,1,1,1,Transit,2019,5.44354,0.0641,0.0011,-0.0011,0,7.062,0.63,32.10083,0.101,1270,F9 V,1.22,1.19,144.8751047,-20.9824191,114.173
WASP-167 b,WASP-167,1,1,1,Transit,2017,2.0219596,0.0365,0.0006,-0.0006,0,17.71,1.58,2542.64,8,2329,F1 V,1.79,1.59,196.0437932,-35.5495292,423.552
WASP-168 b,WASP-168,1,2,1,Transit,2018,4.153658,0.0519,0.0008,-0.0008,0,16.814,1.5,133.4886,0.42,1340,F9 V,1.12,1.08,96.7446427,-46.8213635,303.941
WASP-169 b,WASP-169,1,1,1,Transit,2019,5.6114118,0.0681,0.0014,-0.0014,0,14.617,1.304,178.30263,0.561,1604,F8,2.01,1.34,127.3872297,-12.9447683,627.066
WASP-17 b,WASP-17,0,1,1,Transit,2009,3.735438,0.0515,0.00034,-0.00034,0,22.317,1.991,154.46538,0.486,1771,,1.57,1.31,239.9622479,-28.0617941,405.908
WASP-17 b,WASP-17,0,1,1,Transit,2009,3.735433,0.05,0.0017,-0.0017,0,22.261,1.986,143.97699,0.453,,F4,1.58,1.2,239.9622479,-28.0617941,405.908
WASP-17 b,WASP-17,0,1,1,Transit,2009,3.7354417,0.051,0.0017,-0.0018,0,19.5,1.74,156,0.49,,,1.38,1.2,239.9622479,-28.0617941,405.908
WASP-17 b,WASP-17,0,1,1,Transit,2009,3.7354845,0.05125,0.00103,-0.00103,0,21.656,1.932,151.60491,0.477,1755,,1.58,1.29,239.9622479,-28.0617941,405.908
WASP-17 b,WASP-17,0,1,1,Transit,2009,3.735438,0.0513,0.0029,-0.0029,0,19.582,1.747,154.46538,0.486,,,1.57,1.31,239.9622479,-28.0617941,405.908
WASP-17 b,WASP-17,0,1,1,Transit,2009,3.7354845,0.05151,0.00035,-0.00035,0,22.317,1.991,162.72896,0.512,,,1.57,1.31,239.9622479,-28.0617941,405.908
WASP-170 b,WASP-170,1,1,1,Transit,2018,2.34478022,0.0337,0.0018,-0.0018,0,12.285,1.096,508.528,1.6,1422,,0.94,0.93,135.4163028,-20.7203686,305.603
WASP-171 b,WASP-171,1,1,1,Transit,2019,3.8186244,0.0504,0.00083,-0.00083,0,10.985,0.98,344.52772,1.084,1642,G0,1.64,1.17,171.8450533,-44.0887035,757.84
WASP-172 b,WASP-172,1,1,1,Transit,2018,5.477433,0.0694,0.0011,-0.0011,0,17.598,1.57,149.3801,0.47,1740,F1 V,1.91,1.49,199.433742,-47.2375748,538.11
WASP-173 A b,WASP-173 A,1,2,1,Transit,2018,1.38665318,0.0248,0.0006,-0.0006,0,13.451,1.2,1172.7927,3.69,1880,G3,1.11,1.05,354.1686959,-34.6113042,232.98
WASP-173 A b,WASP-173 A,0,2,1,Transit,2018,1.3866529,0.02508,0.00034,-0.00032,0,14.404,1.285,1102.8701,3.47,1842,G2,1.1,1.09,354.1686959,-34.6113042,232.98
WASP-174 b,WASP-174,1,1,1,Transit,2018,4.2337005,0.05503,0.00056,-0.00056,0,16.107,1.437,104.88337,0.33,1528,,1.35,1.24,195.7940145,-41.3848617,410.149
WASP-174 b,WASP-174,0,1,1,Transit,2018,4.2337,0.0559,0.0009,-0.0009,0,14.572,1.3,413.179,1.3,1490,F6 V,1.31,1.3,195.7940145,-41.3848617,410.149
WASP-175 b,WASP-175,1,1,1,Transit,2019,3.0652907,0.04403,0.00055,-0.00055,0,13.54,1.208,314.6517,0.99,1571,F7,1.2,1.21,166.3187996,-34.1227453,539.36
WASP-176 b,WASP-176,1,1,1,Transit,2020,3.899052,0.0535,0.001,-0.0019,0,16.87,1.505,271.74465,0.855,1721,F9,1.93,1.34,313.6872928,9.1790688,568.42
WASP-177 b,WASP-177,1,1,1,Transit,2019,3.071722,0.03957,0.00058,-0.00058,0,17.71,1.58,161.45764,0.508,1142,K2,0.89,0.88,334.7969885,-1.8344301,176.818
WASP-178 b,WASP-178,1,1,1,Transit,2019,3.3448285,0.0558,0.001,-0.001,0,20.288,1.81,527.5978,1.66,2470,A1 IV-V,1.67,2.07,227.270329,-42.7049658,427.678
WASP-178 b,WASP-178,0,1,1,Transit,2019,3.3448412,0.0545,0.0013,-0.0015,0,21.745,1.94,448.1403,1.41,2402,,1.8,1.93,227.270329,-42.7049658,427.678
WASP-18 b,WASP-18,1,2,2,Transit,2009,0.94145223,0.02024,0.00029,-0.00031,0,13.899,1.24,3241.84975,10.2,2429,,1.32,1.29,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.94124,0.02,,,0,,,3314.82,10.42954,,,1.23,1.22,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.9414523,0.0203,0.00069,-0.00073,0,12.397,1.106,3241.866,10.2,,,1.22,1.25,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.9414526,0.02087,0.00068,-0.00068,0,13.35,1.191,3305.432,10.4,,,1.26,1.46,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.94145181,0.02043,0.00032,-0.00032,0,13.036,1.163,3299.0754,10.38,2413,,1.23,1.27,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.94145181,0.02034,0.00036,-0.00036,0,12.98,1.158,3270.4707,10.29,2392,,1.22,1.26,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.94145299,0.02026,0.00068,-0.00068,0,13.059,1.165,3314.83,10.43,,,,,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.9,0.02,,,0,14.6,1.3,3241.7,10.2,2400,F6 IV-V,,,24.3544618,-45.6777937,123.483
WASP-18 b,WASP-18,0,2,2,Transit,2009,0.9414529,0.0202,0.00024,-0.00021,0,14.202,1.267,3213.2613,10.11,,F6,1.36,1.24,24.3544618,-45.6777937,123.483
WASP-18 c,WASP-18,1,2,2,Transit Timing Variations,2019,2.1558,0.035,,,0,,,55.2,0.17368,,,1.23,1.22,24.3544618,-45.6777937,123.483
WASP-180 A b,WASP-180 A,1,2,1,Transit,2019,3.409264,0.048,0.001,-0.001,0,13.899,1.24,286.047,0.9,1540,F7 V,1.19,1.3,123.3922465,-1.9827874,253.985
WASP-181 b,WASP-181,1,1,1,Transit,2019,4.5195064,0.05427,0.00069,-0.00069,0,13.271,1.184,95.03117,0.299,1186,G2,0.96,1.04,26.7932253,3.1329325,437.495
WASP-182 b,WASP-182,1,1,1,Transit,2019,3.3769848,0.0451,0.0009,-0.0009,0,9.528,0.85,47.03884,0.148,1479,G5,1.34,1.08,311.673345,-41.8209828,327.602
